Paper_ID,Artcle-URI,Article-Title,Condition-Extracted-Western,Normalized-Condition-Western,MONDO-OR-HP-Term,Exact-OR-Synonym,MONDO-OR-HP-Term-URI,Comment from TEAM-Core
642,https://pubmed.ncbi.nlm.nih.gov/29112942.0/,Acupuncture for Primary Dysmenorrhea: A Meta-analysis of Randomized Controlled Trials,Primary dysmenorrhea (PD),Primary dysmenorrhea (PD),primary dysmenorrhea,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060206,
431,https://doi.org/10.1007/s11726-011-0535-z,Acupuncture for Primary Dysmenorrhea:A Randomized Controlled Trial,Primary dysmenorrhea,Primary dysmenorrhea,primary dysmenorrhea,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060206,
433,https://doi.org/10.1111/j.1471-0528.2010.02489.x,Acupuncture for primary dysmenorrhoea: a systematic review,Primary dysmenorrhoea,dysmenorrhoea,NOT FOUND,,,
602,https://doi.org/10.1016/s0254-6272(10)60036-2,Acupuncture for Promoting Intelligence of Children -An Observation on 37 Cases with Mental Retardation,Mental Retardation (MR),Mental Retardation,NOT FOUND,,,
1709,https://doi.org/10.1002/14651858.CD006457.pub2,Acupuncture for restless legs syndrome,Restless legs syndrome (RLS),Restless legs syndrome (RLS),restless legs syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005391,
40,https://doi.org/10.1007/s11726-011-0502-8,"Acupuncture for Rheumatoid Arthritis: A Randomized, Sham controlled Clinical Trial",Rheumatoid Arthritis,Rheumatoid Arthritis,rheumatoid arthritis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008383,
57,https://doi.org/10.1093/rheumatology/ken330,Acupuncture for rheumatoid arthritis: a systematic review,Rheumatoid Arthritis (RA),Rheumatoid Arthritis (RA),rheumatoid arthritis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008383,
446,https://doi.org/10.1093/schbul/sbu135,Acupuncture for schizophrenia,Schizophrenia,Schizophrenia,schizophrenia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005090,
485,https://doi.org/10.1111/j.1742-1241.2009.02167.x,Acupuncture for schizophrenia: a systematic review and meta-analysis,Schizophrenia,Schizophrenia,schizophrenia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005090,
820,https://doi.org/10.1016/j.anai.2015.05.017,Acupuncture for seasonal allergic rhinitis: a randomized controlled trial,"Seasonal allergic rhinitis (SAR), also known as hay fever","Seasonal allergic rhinitis (SAR), also known as hay fever",seasonal allergic rhinitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005324,
861,https://doi.org/10.1002/14651858.CD005319,Acupuncture for shoulder pain (Review),"Shoulder pain, specifically adhesive capsulitis (frozen shoulder), rotator cuff disease, and osteoarthritis.","Shoulder pain, specifically adhesive capsulitis (frozen shoulder), rotator cuff disease, and osteoarthritis.","Shoulder pain, osteoarthritis","Exact - HP, Exact - MONDO","http://purl.obolibrary.org/obo/HP_0030834, http://purl.obolibrary.org/obo/MONDO_0005178",
860,https://doi.org/10.1089/acm.2011.0457,Acupuncture for Shoulder Pain After Stroke: A Systematic Review,Shoulder pain after stroke,Shoulder pain after stroke,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
893,https://doi.org/10.1016/j.neulet.2014.12.016,"Acupuncture for sleep quality, BDNF levels and immunosenescence: A randomized controlled study","Not specified (the paper focuses on sleep quality, psychological distress, and immunosenescence, but does not specify a primary medical condition or disease)","Not specified (the paper focuses on sleep quality, psychological distress, and immunosenescence, but does not specify a primary medical condition or disease)",,,,
221,https://doi.org/10.1002/14651858.CD007842.pub2,Acupuncture for slowing the progression of myopia in children and adolescents,Myopia (near-sightedness or short-sightedness),Myopia (near-sightedness or short-sightedness),myopia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0001384,
972,https://doi.org/10.1016/S0965-2299(98)80036-8,Acupuncture for smokers: lack of long term therapeutic effect in a controlled study,Tobacco addiction or smoking behavior,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
954,https://doi.org/10.1002/14651858.CD000009,Acupuncture for smoking cessation (Review),Nicotine dependence or smoking dependence,Nicotine dependence or smoking dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
1067,https://doi.org/10.1155/2015/870398,Acupuncture for Spasticity after Stroke: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,Spasticity after stroke,Spasticity after stroke,Spasticity,Exact - HP,http://purl.obolibrary.org/obo/HP_0001257,
611,https://doi.org/10.1155/2013/364216,Acupuncture for Spinal Cord Injury and Its Complications: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,"Spinal Cord Injury (SCI) and its complications: functional recovery, bladder dysfunction, and pain control","Spinal Cord Injury (SCI) and its complications: functional recovery, bladder dysfunction, and pain control",spinal cord injury,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0043797,
1049,https://doi.org/10.1016/j.ctim.2009.09.001,Acupuncture for spinal cord injury survivors in Chinese literature: A systematic review,Spinal Cord Injury (SCI),Spinal Cord Injury (SCI),spinal cord injury,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0043797,
1069,https://doi.org/10.1002/14651858.CD004131.pub2,Acupuncture for stroke rehabilitation,Stroke (ischemic and hemorrhagic) in the subacute and chronic stages,Stroke (ischemic and hemorrhagic) in the subacute and chronic stages,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
1538,https://doi.org/10.1001/archinte.165.17.2026,"Acupuncture for Subacute Stroke Rehabilitation A Sham-Controlled, Subject-and Assessor-Blind, Randomized Trial",Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,done:TCM
950,https://doi.org/10.1016/j.drugalcdep.2016.02.034,Acupuncture for substance use disorders: A systematic review and meta-analysis,Substance Use Disorders (SUDs),Substance Use Disorder,NOT FOUND,,,
1708,https://doi.org/10.1111/ijcp.12372,Acupuncture for surgical conditions: an overview of systematic reviews,	- Postoperative nausea and vomiting (PONV) - Postoperative pain - Postoperative ileus,"nausea, vomiting, Postoperative pain, ileus",NOT FOUND,,,
1304,https://pubmed.ncbi.nlm.nih.gov/10979160.0/,Acupuncture for symptom relief in HIV positive adults: Lessons learned from a pilot study,HIV disease,HIV/AIDS,AIDS,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0012268,
89,https://doi.org/10.1177/0961203308093921,Acupuncture for systemic lupus erythematosus: a pilot RCT feasibility and safety study,Systemic lupus erythematosus (SLE),Systemic lupus erythematosus (SLE),systemic lupus erythematosus,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007915,
339,https://doi.org/10.1007/s10194-007-0416-5,"Acupuncture for tension type headache: a multicentre, sham controlled, patientand observer blinded, randomised trial R A P I D C O",Tension type headache (TTH),Tension type headache (TTH),Tension-type headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0012228,
1707,https://doi.org/10.1002/14651858.CD007587,Acupuncture for tension-type headache,Tension-type headache,Tension-type headache,Tension-type headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0012228,
310,https://doi.org/10.1016/j.jpain.2008.03.011,"Acupuncture for Tension-Type Headache: A Meta-Analysis of Randomized, Controlled Trials",Tension-type headache,Tension-type headache,Tension-type headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0012228,
924,https://doi.org/10.1093/rheumatology/keh247,Acupuncture for the alleviation of lateral epicondyle pain: a systematic review,Lateral epicondylitis (Tennis elbow),Lateral epicondylitis (Tennis elbow),epicondylitis,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0001875,
713,https://doi.org/10.1111/j.1471-0528.2010.02647.x,Acupuncture for the induction of labour: a double-blind randomised controlled study,Post-term pregnancy,pregnancy,NOT FOUND,,,
331,https://doi.org/10.1213/ane.0b013e318187c76a,Acupuncture for the Management of Chronic Headache: A Systematic Review,Chronic headache (including migraine and tension-type headache),Chronic headache (including migraine and tension-type headache),headache disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0021146,
1309,https://pubmed.ncbi.nlm.nih.gov/3540764.0/,Acupuncture for the management of primary dysmenorrhea,Primary dysmenorrhea,Primary dysmenorrhea,primary dysmenorrhea,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060206,
300,https://doi.org/10.1002/14651858.CD001218.pub3,Acupuncture for the prevention of episodic migraine (Review),Episodic migraine,migraine,NOT FOUND,,,
299,https://doi.org/10.1002/14651858.CD007587.pub2,Acupuncture for the prevention of tension-type headache (Review),Tension-type headache,Tension-type headache,Tension-type headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0012228,
1704,https://doi.org/10.1016/j.ejpain.2004.10.004,Acupuncture for the relief of cancer-related pain -a systematic review,Cancer-related pain,Cancer-related pain,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
201,https://doi.org/10.1186/s13063-015-0777-z,Acupuncture for the sequelae of Bell's palsy: a randomized controlled trial,Bell's palsy,Bell's palsy,Bell's palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005665,
823,https://doi.org/10.2500/ajra.2015.29.4116,Acupuncture for the treatment of allergic rhinitis: A systematic review and meta-analysis,Allergic rhinitis (AR),Allergic rhinitis (AR),allergic rhinitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0011786,
1592,https://doi.org/10.1001/jama.287.1.55,Acupuncture for the Treatment of Cocaine Addiction A Randomized Controlled Trial,Cocaine dependence or Cocaine addiction,Cocaine dependence,cocaine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005186,
989,https://doi.org/10.1016/0740-5472(95)00014-v,Acupuncture for the Treatment of Cocaine Addiction Investigation of a Needle Puncture Control,Cocaine dependence,Cocaine dependence,cocaine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005186,
1702,https://doi.org/10.1371/journal.pone.0036638,Acupuncture for the Treatment of Dry Eye: A Multicenter Randomised Controlled Trial with Active Comparison Intervention (Artificial Teardrops),Dry eye syndrome,Dry eye syndrome,dry eye syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006733,
678,https://doi.org/10.1136/acupmed-2015-011024,Acupuncture for the treatment of hiccups following stroke: a systematic review and meta-analysis,Hiccups following stroke,Hiccups following stroke,Recurrent singultus,Synonym - HP,http://purl.obolibrary.org/obo/HP_0100247,
577,https://doi.org/10.1007/s10549-008-0210-3,"Acupuncture for the treatment of hot flashes in breast cancer patients, a randomized, controlled trial",Breast cancer with hot flashes due to anti-oestrogen medication (Tamoxifen),Breast cancer with hot flashes due to anti-oestrogen medication (Tamoxifen),"breast cancer, Hot flashes","Exact - MONDO, Exact - HP","http://purl.obolibrary.org/obo/MONDO_0007254, http://purl.obolibrary.org/obo/HP_0031217",
472,https://doi.org/10.4088/JCP.10m06105,Acupuncture for the Treatment of Major Depressive Disorder: A Randomized Controlled Trial,Major Depressive Disorder (MDD),Major Depressive Disorder (MDD),major depressive disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002009,
1701,https://doi.org/10.1155/2016/3961450,Acupuncture for the Treatment of Oculomotor Paralysis: A Pilot Randomised Controlled Trial,Oculomotor paralysis (OP),paralysis,NOT FOUND,,,
1117,https://doi.org/10.1002/art.1790070304,Acupuncture for the Treatment of Pain of Osteoarthritic Knees,Osteoarthritis (OA) of the knee,Knee osteoarthritis,Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
590,https://doi.org/10.1089/acm.2016.0155,Acupuncture for the Treatment of Peripheral Neuropathy: A Systematic Review and Meta-Analysis,"Peripheral neuropathy (caused by diabetes, Bell's palsy, carpal tunnel syndrome, HIV, and idiopathic conditions)","Peripheral neuropathy (caused by diabetes, Bell's palsy, carpal tunnel syndrome, HIV, and idiopathic conditions)",peripheral neuropathy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005244,
1700,https://doi.org/10.1007/s00520-013-1720-z,"Acupuncture for the treatment of post-chemotherapy chronic fatigue: a randomized, blinded, sham-controlled trial",Post-chemotherapy chronic fatigue,Post-chemotherapy chronic fatigue,Chronic fatigue,Exact - HP,http://purl.obolibrary.org/obo/HP_0012432,
766,https://doi.org/10.1186/1472-6882-11-46,"Acupuncture for the treatment of severe acute pain in Herpes Zoster: results of a nested, open-label, randomized trial in the VZV Pain Study",Herpes Zoster,Herpes Zoster,herpes zoster,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005609,
1055,https://doi.org/10.1089/acm.2014.0097,Acupuncture for the Treatment of Spasticity After Stroke: A Meta-Analysis of Randomized Controlled Trials,Spasticity after stroke,Spasticity after stroke,Spasticity,Exact - HP,http://purl.obolibrary.org/obo/HP_0001257,
262,https://doi.org/10.1111/jsm.12830,Acupuncture for the Treatment of Vulvodynia: A Randomized Wait-List Controlled Pilot Study,Vulvodynia,Vulvodynia,vulvodynia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0021722,
916,https://doi.org/10.1002/14651858.CD009065.pub2,Acupuncture for treating acute ankle sprains in adults (Review),Acute ankle sprains,Acute ankle sprains,ankle injury,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0043895,
347,https://doi.org/10.1111/j.1526-4610.2009.01424.x,Acupuncture for Treating Acute Attacks of Migraine: A Randomized Controlled Trial,Migraine,Migraine,migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
1698,https://doi.org/10.1089/acu.2012.0900,Acupuncture for Treating Anxiety and Depression in Women: A Clinical Systematic Review,Anxiety and Depression (Major Depressive Disorder),Chronic neck pain and shoulder pain (myofascial pain),"Neck pain, Shoulder pain","Exact - HP, Exact - HP","http://purl.obolibrary.org/obo/HP_0030833, http://purl.obolibrary.org/obo/HP_0030834",
554,https://doi.org/10.1089/acm.2014.0083,Acupuncture for Treating Aromatase Inhibitor-Related Arthralgia in Breast Cancer: A Systematic Review and Meta-Analysis,Arthralgia (joint pain) in patients with breast cancer treated with aromatase inhibitors (AIs),Arthralgia (joint pain) in patients with breast cancer treated with aromatase inhibitors (AIs),Arthralgia,Exact - HP,http://purl.obolibrary.org/obo/HP_0002829,
486,10.1007/s11655-011-0701-7,Acupuncture for Treating Attention Defi cit Hyperactivity Disorder: A Systematic Review and Meta Analysis,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),attention deficit-hyperactivity disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007743,done:TCM
219,https://doi.org/10.1111/j.1755-3768.2010.02027.x,Acupuncture for treating dry eye: a randomized placebo-controlled trial,Dry eye,Dry eye,dry eye syndrome,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0006733,
218,https://doi.org/10.1111/j.1755-3768.2009.01855.x,Acupuncture for treating dry eye: a systematic review,Dry eye,Dry eye,dry eye syndrome,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0006733,
296,https://doi.org/10.1111/j.1464-410X.2009.08422.x,Acupuncture for treating erectile dysfunction: a systematic review,Erectile Dysfunction (ED),Erectile Dysfunction (ED),erectile dysfunction,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005362,
610,https://doi.org/10.1002/14651858.cd007070.pub2,Acupuncture for treating fibromyalgia,Fibromyalgia,Fibromyalgia,fibromyalgia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005546,
293,https://doi.org/10.1007/s00520-009-0589-3,Acupuncture for treating hot flushes in men with prostate cancer: a systematic review,Prostate cancer with hot flushes,Prostate cancer with hot flashes,"prostate cancer, Hot flashes","Exact - MONDO, Exact - HP","http://purl.obolibrary.org/obo/MONDO_0008315, http://purl.obolibrary.org/obo/HP_0031217",
147,https://doi.org/10.1136/bmjopen-2014-007498,Acupuncture for treating sciatica: a systematic review protocol,Sciatica,Sciatica,sciatica,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0024333,
941,https://doi.org/10.1016/j.jdent.2011.02.006,"Acupuncture for treating temporomandibular joint disorders: A systematic review and meta-analysis of randomized, sham-controlled trials",Temporomandibular joint disorder (TMD),Temporomandibular joint disorder (TMD),temporomandibular joint disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005473,
